chrom	chromStart	chromEnd	name	score	strand	thickStart	thickEnd	reserved	evidenceSources	elementType	eliteness
chr3	151345600	151348090	GH03J151345	209	.	151345600	151348090	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5	Enhancer	Elite
chr3	151350600	151352800	GH03J151350	165	.	151350600	151352800	160,160,160	Ensembl,FANTOM5	Enhancer	Elite
chr3	151382276	151385200	GH03J151382	384	.	151382276	151385200	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr3	151387601	151388400	GH03J151387	98	.	151387601	151388400	160,160,160	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr3	151537400	151539489	GH03J151537	333	.	151537400	151539489	255,102,102	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr3	151765752	151773410	GH03J151765	301	.	151765752	151773410	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr3	151813456	151817883	GH03J151813	427	.	151813456	151817883	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr3	151835803	151836473	GH03J151835	98	.	151835803	151836473	160,160,160	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr3	151836736	151837984	GH03J151836	278	.	151836736	151837984	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr3	151838800	151839599	GH03J151838	202	.	151838800	151839599	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr3	151870801	151872399	GH03J151870	340	.	151870801	151872399	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5	Enhancer	Elite
chr3	152195801	152206224	GH03J152195	455	.	152195801	152206224	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr3	152213200	152213600	GH03J152213	133	.	152213200	152213600	160,160,160	Ensembl,dbSUPER	Enhancer	Elite
chr3	152218200	152219600	GH03J152218	98	.	152218200	152219600	160,160,160	Ensembl,dbSUPER	Enhancer	Elite
chr3	152221553	152222999	GH03J152221	240	.	152221553	152222999	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr3	152240581	152246998	GH03J152240	461	.	152240581	152246998	255,51,51	ENCODE(Z-Lab),Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr3	152252400	152261621	GH03J152252	471	.	152252400	152261621	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr3	152265454	152277764	GH03J152265	707	.	152265454	152277764	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr3	152278177	152280800	GH03J152278	229	.	152278177	152280800	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr3	152282800	152284428	GH03J152283	264	.	152282800	152284428	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr3	152284450	152285468	GH03J152284	215	.	152284450	152285468	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr3	152286800	152287200	GH03J152286	133	.	152286800	152287200	160,160,160	Ensembl,dbSUPER	Enhancer	Elite
chr3	152287601	152288600	GH03J152287	118	.	152287601	152288600	160,160,160	Ensembl,dbSUPER	Enhancer	Elite
chr3	152291357	152292301	GH03J152291	180	.	152291357	152292301	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr3	152292400	152292600	GH03J152292	63	.	152292400	152292600	192,192,192	Ensembl,dbSUPER	Enhancer	Elite
chr3	152295800	152296400	GH03J152295	133	.	152295800	152296400	160,160,160	Ensembl,dbSUPER	Enhancer	Elite
chr3	152297862	152300811	GH03J152297	613	.	152297862	152300811	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr3	152305002	152305600	GH03J152306	180	.	152305002	152305600	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr3	152305934	152310954	GH03J152305	306	.	152305934	152310954	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr3	152314692	152324635	GH03J152314	364	.	152314692	152324635	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr3	152326980	152334157	GH03J152326	378	.	152326980	152334157	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr3	152352599	152352801	GH03J152352	180	.	152352599	152352801	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr3	152374201	152378399	GH03J152374	351	.	152374201	152378399	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr3	152378800	152379000	GH03J152378	63	.	152378800	152379000	192,192,192	Ensembl,dbSUPER	Enhancer	Elite
chr3	152379801	152380800	GH03J152379	188	.	152379801	152380800	95,95,95	Ensembl,dbSUPER	Enhancer	Elite
chr3	152381000	152381400	GH03J152382	98	.	152381000	152381400	160,160,160	Ensembl,dbSUPER	Enhancer	Elite
chr3	152381702	152387199	GH03J152381	396	.	152381702	152387199	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr3	152387470	152387748	GH03J152387	63	.	152387470	152387748	192,192,192	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr3	152388771	152388921	GH03J152388	133	.	152388771	152388921	160,160,160	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr3	152398600	152400200	GH03J152398	245	.	152398600	152400200	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr3	152400400	152404305	GH03J152400	357	.	152400400	152404305	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr3	152405465	152407298	GH03J152405	336	.	152405465	152407298	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr3	152427000	152427600	GH03J152427	63	.	152427000	152427600	192,192,192	Ensembl,dbSUPER	Enhancer	Elite
chr3	152428143	152429096	GH03J152428	144	.	152428143	152429096	160,160,160	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr3	152436800	152437000	GH03J152436	228	.	152436800	152437000	95,95,95	Ensembl,dbSUPER	Enhancer	Elite
chr3	152442600	152444458	GH03J152442	257	.	152442600	152444458	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr3	152556371	152557400	GH03J152556	161	.	152556371	152557400	160,160,160	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr3	153137329	153142175	GH03J153137	470	.	153137329	153142175	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr3	153158939	153167942	GH03J153158	604	.	153158939	153167942	204,0,0	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Promoter/Enhancer	Elite
chr3	153246589	153248399	GH03J153246	157	.	153246589	153248399	160,160,160	ENCODE(Z-Lab),Ensembl,FANTOM5	Enhancer	Elite
chr3	153250595	153250800	GH03J153251	71	.	153250595	153250800	160,160,160	Ensembl,FANTOM5	Enhancer	Elite
chr3	153283425	153288196	GH03J153283	405	.	153283425	153288196	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr3	153288980	153290000	GH03J153288	363	.	153288980	153290000	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5	Enhancer	Elite
chr3	153613771	153615472	GH03J153613	98	.	153613771	153615472	160,160,160	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr3	154059446	154061474	GH03J154059	210	.	154059446	154061474	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr3	154120772	154123601	GH03J154120	509	.	154120772	154123601	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr3	154132811	154133786	GH03J154132	264	.	154132811	154133786	95,95,95	ENCODE(Z-Lab),FANTOM5	Enhancer	Elite
chr3	154252988	154253457	GH03J154252	241	.	154252988	154253457	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr3	154322513	154325502	GH03J154322	563	.	154322513	154325502	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr3	154969694	154972599	GH03J154969	254	.	154969694	154972599	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5	Enhancer	Elite
chr3	155000911	155002040	GH03J155000	238	.	155000911	155002040	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5	Enhancer	Elite
chr3	155018744	155020552	GH03J155018	345	.	155018744	155020552	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr3	155026401	155027771	GH03J155026	344	.	155026401	155027771	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr3	155064435	155066875	GH03J155064	289	.	155064435	155066875	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr3	155068646	155072547	GH03J155068	358	.	155068646	155072547	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr3	155077933	155083759	GH03J155077	638	.	155077933	155083759	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr3	155089131	155089281	GH03J155089	98	.	155089131	155089281	160,160,160	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr3	155101270	155102235	GH03J155101	118	.	155101270	155102235	160,160,160	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr3	155102391	155102541	GH03J155102	144	.	155102391	155102541	160,160,160	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr3	155111631	155111781	GH03J155111	98	.	155111631	155111781	160,160,160	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr3	155129964	155133033	GH03J155129	350	.	155129964	155133033	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr3	155146299	155151267	GH03J155146	205	.	155146299	155151267	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr3	155158942	155167596	GH03J155158	173	.	155158942	155167596	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr3	155231874	155234404	GH03J155231	255	.	155231874	155234404	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr3	155553339	155556704	GH03J155553	248	.	155553339	155556704	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr3	155663311	155667614	GH03J155663	241	.	155663311	155667614	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr3	155676055	155676802	GH03J155676	266	.	155676055	155676802	255,102,102	ENCODE(Z-Lab),Ensembl	Promoter/Enhancer	Elite
chr3	155736597	155739124	GH03J155736	237	.	155736597	155739124	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr3	155804491	155806901	GH03J155804	560	.	155804491	155806901	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr3	155851599	155855617	GH03J155851	602	.	155851599	155855617	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr3	155862111	155863391	GH03J155862	272	.	155862111	155863391	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr3	155869372	155873196	GH03J155869	566	.	155869372	155873196	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr3	155888800	155891518	GH03J155888	279	.	155888800	155891518	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr3	155945698	155946942	GH03J155945	173	.	155945698	155946942	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr3	156148584	156151000	GH03J156148	213	.	156148584	156151000	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr3	156482579	156485467	GH03J156482	422	.	156482579	156485467	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr3	156492153	156494171	GH03J156492	133	.	156492153	156494171	160,160,160	ENCODE(Z-Lab),FANTOM5,dbSUPER	Enhancer	Elite
chr3	156495748	156498619	GH03J156495	167	.	156495748	156498619	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr3	156533293	156537881	GH03J156533	361	.	156533293	156537881	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr3	156547751	156548685	GH03J156548	63	.	156547751	156548685	192,192,192	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr3	156549764	156556118	GH03J156549	645	.	156549764	156556118	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr3	156586801	156588399	GH03J156586	165	.	156586801	156588399	160,160,160	Ensembl,FANTOM5	Enhancer	Elite
chr3	156604741	156607400	GH03J156604	295	.	156604741	156607400	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr3	156629806	156631604	GH03J156629	226	.	156629806	156631604	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr3	156642679	156644776	GH03J156642	332	.	156642679	156644776	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5	Enhancer	Elite
chr3	156673333	156687687	GH03J156673	796	.	156673333	156687687	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,FANTOM5,dbSUPER	Promoter/Enhancer	Elite
chr3	156690588	156694375	GH03J156690	264	.	156690588	156694375	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr3	156705563	156706400	GH03J156705	144	.	156705563	156706400	160,160,160	Ensembl,dbSUPER	Enhancer	Elite
chr3	156748524	156753396	GH03J156748	288	.	156748524	156753396	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr3	156760150	156765649	GH03J156760	384	.	156760150	156765649	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr3	156770123	156770513	GH03J156770	63	.	156770123	156770513	192,192,192	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr3	156781024	156785917	GH03J156781	414	.	156781024	156785917	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr3	156786190	156790346	GH03J156786	404	.	156786190	156790346	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr3	156796035	156796588	GH03J156796	317	.	156796035	156796588	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr3	156807655	156808582	GH03J156807	63	.	156807655	156808582	192,192,192	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr3	156809917	156813971	GH03J156809	472	.	156809917	156813971	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr3	156814293	156821113	GH03J156814	554	.	156814293	156821113	255,51,51	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Promoter/Enhancer	Elite
chr3	156824101	156827884	GH03J156824	643	.	156824101	156827884	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr3	157081044	157083901	GH03J157081	368	.	157081044	157083901	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr3	157085605	157091780	GH03J157085	626	.	157085605	157091780	204,0,0	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Promoter/Enhancer	Elite
chr3	157099185	157099793	GH03J157099	63	.	157099185	157099793	192,192,192	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr3	157103204	157104156	GH03J157103	218	.	157103204	157104156	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr3	157105023	157106041	GH03J157105	285	.	157105023	157106041	95,95,95	ENCODE(Z-Lab),FANTOM5,dbSUPER	Enhancer	Elite
chr3	157107624	157108561	GH03J157107	274	.	157107624	157108561	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr3	157109549	157110323	GH03J157109	281	.	157109549	157110323	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr3	157119273	157124144	GH03J157119	459	.	157119273	157124144	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr3	157124714	157138181	GH03J157124	548	.	157124714	157138181	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,VISTA,dbSUPER	Enhancer	Elite
chr3	157155315	157162448	GH03J157155	788	.	157155315	157162448	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,UCNEbase,dbSUPER	Promoter/Enhancer	Elite
chr3	157162600	157163000	GH03J157162	167	.	157162600	157163000	95,95,95	Ensembl,dbSUPER	Enhancer	Elite
chr3	157166159	157168049	GH03J157166	183	.	157166159	157168049	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr3	157170803	157171400	GH03J157170	188	.	157170803	157171400	95,95,95	Ensembl,dbSUPER	Enhancer	Elite
chr3	157173427	157177043	GH03J157173	503	.	157173427	157177043	255,51,51	ENCODE(Z-Lab),Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr3	157281862	157284124	GH03J157281	240	.	157281862	157284124	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr3	157333170	157336901	GH03J157333	260	.	157333170	157336901	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5	Enhancer	Elite
chr3	157459725	157461568	GH03J157459	153	.	157459725	157461568	160,160,160	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr3	157475640	157476836	GH03J157475	271	.	157475640	157476836	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr3	157502979	157504738	GH03J157502	225	.	157502979	157504738	255,102,102	ENCODE(Z-Lab),EPDnew	Promoter/Enhancer	Elite
chr3	157526922	157529283	GH03J157526	229	.	157526922	157529283	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr3	157530113	157534446	GH03J157530	541	.	157530113	157534446	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl,FANTOM5,dbSUPER	Promoter/Enhancer	Elite
chr3	157542744	157543956	GH03J157542	380	.	157542744	157543956	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr3	158057952	158060211	GH03J158057	302	.	158057952	158060211	95,95,95	UCNEbase,VISTA	Enhancer	Elite
chr3	158061632	158063431	GH03J158061	187	.	158061632	158063431	95,95,95	UCNEbase,VISTA	Enhancer	Elite
chr3	158097200	158098670	GH03J158097	293	.	158097200	158098670	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr3	158101489	158107934	GH03J158101	539	.	158101489	158107934	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr3	158109449	158111294	GH03J158109	590	.	158109449	158111294	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr3	158133084	158134392	GH03J158133	125	.	158133084	158134392	160,160,160	UCNEbase,VISTA	Enhancer	Elite
chr3	158185520	158186853	GH03J158185	222	.	158185520	158186853	95,95,95	UCNEbase,VISTA	Enhancer	Elite
chr3	158419919	158421779	GH03J158419	235	.	158419919	158421779	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr3	158528061	158528791	GH03J158528	180	.	158528061	158528791	95,95,95	UCNEbase,VISTA	Enhancer	Elite
chr3	158570331	158572000	GH03J158570	552	.	158570331	158572000	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr3	158643859	158645655	GH03J158643	591	.	158643859	158645655	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr3	158669944	158673505	GH03J158669	513	.	158669944	158673505	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr3	158700231	158704538	GH03J158700	167	.	158700231	158704538	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr3	158709070	158714400	GH03J158709	363	.	158709070	158714400	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr3	158715759	158728541	GH03J158715	464	.	158715759	158728541	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr3	158731294	158733269	GH03J158731	514	.	158731294	158733269	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr3	158742851	158743001	GH03J158742	133	.	158742851	158743001	160,160,160	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr3	158748400	158749000	GH03J158748	176	.	158748400	158749000	95,95,95	Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr3	158767380	158775583	GH03J158767	535	.	158767380	158775583	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,VISTA,dbSUPER	Enhancer	Elite
chr3	158776600	158776800	GH03J158776	63	.	158776600	158776800	192,192,192	Ensembl,dbSUPER	Enhancer	Elite
chr3	158777200	158777401	GH03J158777	63	.	158777200	158777401	192,192,192	Ensembl,dbSUPER	Enhancer	Elite
chr3	158788237	158789321	GH03J158788	144	.	158788237	158789321	160,160,160	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr3	158789600	158789801	GH03J158789	192	.	158789600	158789801	95,95,95	Ensembl,dbSUPER	Enhancer	Elite
chr3	158791000	158791723	GH03J158791	315	.	158791000	158791723	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr3	158800815	158803601	GH03J158800	640	.	158800815	158803601	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr3	158810600	158811668	GH03J158810	184	.	158810600	158811668	95,95,95	Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr3	159731382	159734746	GH03J159731	360	.	159731382	159734746	255,102,102	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr3	159774764	159777385	GH03J159774	404	.	159774764	159777385	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr3	159783151	159790612	GH03J159783	369	.	159783151	159790612	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr3	159795999	159800236	GH03J159796	348	.	159795999	159800236	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr3	159820697	159821547	GH03J159820	178	.	159820697	159821547	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr3	159828448	159831272	GH03J159828	363	.	159828448	159831272	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr3	159835985	159838200	GH03J159835	235	.	159835985	159838200	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr3	159839311	159841519	GH03J159839	514	.	159839311	159841519	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr3	159843551	159845779	GH03J159843	222	.	159843551	159845779	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr3	159850601	159858560	GH03J159850	553	.	159850601	159858560	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl,FANTOM5,dbSUPER	Promoter/Enhancer	Elite
chr3	159864210	159866668	GH03J159864	480	.	159864210	159866668	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr3	159871483	159873797	GH03J159871	325	.	159871483	159873797	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr3	159878011	159878121	GH03J159878	133	.	159878011	159878121	160,160,160	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr3	159879304	159880351	GH03J159879	202	.	159879304	159880351	95,95,95	ENCODE(Z-Lab),FANTOM5,dbSUPER	Enhancer	Elite
chr3	159880966	159885200	GH03J159880	325	.	159880966	159885200	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr3	159886276	159886336	GH03J159887	191	.	159886276	159886336	255,102,102	EPDnew,dbSUPER	Promoter/Enhancer	Elite
chr3	159897319	159898973	GH03J159897	192	.	159897319	159898973	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr3	159911000	159911800	GH03J159911	240	.	159911000	159911800	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr3	159919095	159920446	GH03J159919	232	.	159919095	159920446	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr3	159927148	159930579	GH03J159927	419	.	159927148	159930579	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr3	159946506	159948754	GH03J159946	118	.	159946506	159948754	160,160,160	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr3	160011028	160013031	GH03J160011	230	.	160011028	160013031	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr3	160100600	160101200	GH03J160100	156	.	160100600	160101200	255,102,102	Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr3	160168713	160169938	GH03J160168	188	.	160168713	160169938	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr3	160330543	160332230	GH03J160330	277	.	160330543	160332230	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr3	160398151	160405630	GH03J160398	633	.	160398151	160405630	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr3	160446800	160452078	GH03J160446	700	.	160446800	160452078	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr3	160460141	160460390	GH03J160460	109	.	160460141	160460390	160,160,160	FANTOM5,dbSUPER	Enhancer	Elite
chr3	160754199	160757622	GH03J160754	561	.	160754199	160757622	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr3	160800951	160802693	GH03J160800	226	.	160800951	160802693	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr3	160980400	160981982	GH03J160980	241	.	160980400	160981982	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr3	161068589	161071329	GH03J161068	259	.	161068589	161071329	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr3	161104000	161105821	GH03J161104	487	.	161104000	161105821	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr3	161171199	161171600	GH03J161171	153	.	161171199	161171600	160,160,160	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr3	161220215	161223544	GH03J161220	563	.	161220215	161223544	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr3	161315401	161317401	GH03J161315	213	.	161315401	161317401	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr3	161322356	161324989	GH03J161322	270	.	161322356	161324989	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr3	161332952	161332982	GH03J161332	224	.	161332952	161332982	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr3	161338865	161340256	GH03J161338	287	.	161338865	161340256	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
