chrom	chromStart	chromEnd	name	score	value	geneAssociationMethods	color	geneHancerChrom	geneHancerStart	geneHancerEnd	geneHancerIdentifier	geneHancerStrand	geneChrom	geneStart	geneEnd	geneName	geneStrand
chr4	128916324	129093317	C4orf33/GH04J128916	15	32.32	eQTLs,C-HiC,eRNA_co-expression	119,172,48	chr4	128916324	128918821	GH04J128916	.	chr4	129093316	129093317	C4orf33	+
chr4	128957800	129093607	SCLT1/GH04J128957	8	15.22	eQTLs,C-HiC,Distance	77,190,238	chr4	128957800	128958679	GH04J128957	.	chr4	129093606	129093607	SCLT1	-
chr4	128957800	129093317	C4orf33/GH04J128957	11	23.98	eQTLs,C-HiC	119,172,48	chr4	128957800	128958679	GH04J128957	.	chr4	129093316	129093317	C4orf33	+
chr4	129091653	129097001	SCLT1/GH04J129091	665	1634.8	eQTLs,eRNA_co-expression,Distance	77,190,238	chr4	129091653	129097001	GH04J129091	.	chr4	129093606	129093607	SCLT1	-
chr4	129091653	129097001	C4orf33/GH04J129091	675	1659.59	eQTLs,eRNA_co-expression,Distance	119,172,48	chr4	129091653	129097001	GH04J129091	.	chr4	129093316	129093317	C4orf33	+
chr4	134200585	134202569	PABPC4L/GH04J134200	287	703.97	eQTLs,Distance	119,172,48	chr4	134200585	134202569	GH04J134200	.	chr4	134201747	134201748	PABPC4L	-
chr4	138215948	138312660	SLC7A11/GH04J138215	4	5.8	C-HiC,Distance	162,20,47	chr4	138215948	138217235	GH04J138215	.	chr4	138312659	138312660	SLC7A11	-
chr4	138234099	138312660	SLC7A11/GH04J138234	18	41.18	eRNA_co-expression,Distance	162,20,47	chr4	138234099	138237683	GH04J138234	.	chr4	138312659	138312660	SLC7A11	-
chr4	138305051	138312660	SLC7A11/GH04J138305	6	11.17	eRNA_co-expression,Distance	162,20,47	chr4	138305051	138305382	GH04J138305	.	chr4	138312659	138312660	SLC7A11	-
chr4	138307348	138312660	SLC7A11/GH04J138307	10	20.82	eRNA_co-expression,Distance	162,20,47	chr4	138307348	138312143	GH04J138307	.	chr4	138312659	138312660	SLC7A11	-
chr4	138307348	138312143	LINC00499/GH04J138307	243	595.3	eQTLs,Distance	77,190,238	chr4	138307348	138312143	GH04J138307	.	chr4	138309710	138309711	LINC00499	+
chr4	138560646	138563060	LOC152594/GH04J138562	5	9.74	eQTLs,Distance	126,47,142	chr4	138562422	138563060	GH04J138562	.	chr4	138560646	138560647	LOC152594	+
chr4	138967084	139012646	LOC105377448/GH04J138967	6	12.16	C-HiC,Distance	0,114,189	chr4	138967084	138968200	GH04J138967	.	chr4	139012645	139012646	LOC105377448	-
chr4	139013518	139177218	ELF2/GH04J139013	32	73.98	eQTLs,TF_co-expression	162,20,47	chr4	139013518	139017601	GH04J139013	.	chr4	139177217	139177218	ELF2	-
chr4	139015758	139085966	NOCT/GH04J139081	14	30.84	C-HiC,eRNA_co-expression	217,83,25	chr4	139081526	139085966	GH04J139081	.	chr4	139015758	139015759	NOCT	+
chr4	139081526	139177218	ELF2/GH04J139081	746	1834.92	eQTLs,C-HiC,eRNA_co-expression,TF_co-expression,Distance	162,20,47	chr4	139081526	139085966	GH04J139081	.	chr4	139177217	139177218	ELF2	-
chr4	139144076	139177218	ELF2/GH04J139144	7	13.28	eQTLs,C-HiC,Distance	162,20,47	chr4	139144076	139145518	GH04J139144	.	chr4	139177217	139177218	ELF2	-
chr4	139151880	139177218	ELF2/GH04J139151	10	20.12	eQTLs,C-HiC,Distance	162,20,47	chr4	139151880	139156008	GH04J139151	.	chr4	139177217	139177218	ELF2	-
chr4	139156416	139177218	ELF2/GH04J139156	5	9.5	TF_co-expression,Distance	162,20,47	chr4	139156416	139161123	GH04J139156	.	chr4	139177217	139177218	ELF2	-
chr4	139171767	139177218	ELF2/GH04J139171	5	7.71	eQTLs,Distance	162,20,47	chr4	139171767	139173036	GH04J139171	.	chr4	139177217	139177218	ELF2	-
chr4	139175484	139453232	RAB33B/GH04J139175	7	13.28	eQTLs,eRNA_co-expression	77,190,238	chr4	139175484	139179242	GH04J139175	.	chr4	139453231	139453232	RAB33B	+
chr4	139175484	139179242	ELF2/GH04J139175	687	1688.31	eQTLs,eRNA_co-expression,Distance	162,20,47	chr4	139175484	139179242	GH04J139175	.	chr4	139177217	139177218	ELF2	-
chr4	139177217	139209545	ELF2/GH04J139207	10	21.39	eQTLs,C-HiC	162,20,47	chr4	139207200	139209545	GH04J139207	.	chr4	139177217	139177218	ELF2	-
chr4	139177217	139189829	ELF2/GH04J139188	6	10.83	eQTLs,eRNA_co-expression	162,20,47	chr4	139188001	139189829	GH04J139188	.	chr4	139177217	139177218	ELF2	-
chr4	139241166	139280338	MGARP/GH04J139241	12	25.05	eQTLs,C-HiC	119,172,48	chr4	139241166	139244691	GH04J139241	.	chr4	139280337	139280338	MGARP	-
chr4	139266000	139302551	NDUFC1/GH04J139266	6	12.25	eQTLs,Distance	162,20,47	chr4	139266000	139267551	GH04J139266	.	chr4	139302550	139302551	NDUFC1	-
chr4	139278565	139302551	NDUFC1/GH04J139278	7	12.98	eQTLs,Distance	162,20,47	chr4	139278565	139280571	GH04J139278	.	chr4	139302550	139302551	NDUFC1	-
chr4	139280337	139317250	MGARP/GH04J139312	11	23.84	eQTLs,C-HiC	119,172,48	chr4	139312401	139317250	GH04J139312	.	chr4	139280337	139280338	MGARP	-
chr4	139280337	139303705	MGARP/GH04J139299	613	1506.19	C-HiC,Distance	119,172,48	chr4	139299421	139303705	GH04J139299	.	chr4	139280337	139280338	MGARP	-
chr4	139294701	139302551	NDUFC1/GH04J139294	620	1523.56	eQTLs,Distance	162,20,47	chr4	139294701	139296807	GH04J139294	.	chr4	139302550	139302551	NDUFC1	-
chr4	139296959	139302551	NDUFC1/GH04J139296	9	18.96	eQTLs,Distance	162,20,47	chr4	139296959	139297367	GH04J139296	.	chr4	139302550	139302551	NDUFC1	-
chr4	139299421	139303705	NDUFC1/GH04J139299	622	1528.78	eQTLs,Distance	162,20,47	chr4	139299421	139303705	GH04J139299	.	chr4	139302550	139302551	NDUFC1	-
chr4	139302550	139317250	NDUFC1/GH04J139312	12	26.77	eQTLs,Distance	162,20,47	chr4	139312401	139317250	GH04J139312	.	chr4	139302550	139302551	NDUFC1	-
chr4	139312401	139453232	RAB33B/GH04J139312	6	10.44	eQTLs,eRNA_co-expression	77,190,238	chr4	139312401	139317250	GH04J139312	.	chr4	139453231	139453232	RAB33B	+
chr4	139418333	139453232	RAB33B/GH04J139418	12	26.7	eQTLs,C-HiC	77,190,238	chr4	139418333	139420650	GH04J139418	.	chr4	139453231	139453232	RAB33B	+
chr4	139451765	139456756	RAB33B/GH04J139451	567	1393.2	eQTLs,Distance	77,190,238	chr4	139451765	139456756	GH04J139451	.	chr4	139453231	139453232	RAB33B	+
chr4	139528231	139606699	SETD7/GH04J139528	9	17.59	eQTLs,C-HiC,Distance	119,172,48	chr4	139528231	139529416	GH04J139528	.	chr4	139606698	139606699	SETD7	-
chr4	139532566	139606699	SETD7/GH04J139532	5	9.02	C-HiC,Distance	119,172,48	chr4	139532566	139533754	GH04J139532	.	chr4	139606698	139606699	SETD7	-
chr4	139574503	139606699	SETD7/GH04J139574	5	7.86	C-HiC,Distance	119,172,48	chr4	139574503	139577892	GH04J139574	.	chr4	139606698	139606699	SETD7	-
chr4	139656600	139665768	MGST2/GH04J139656	8	15.95	eQTLs,Distance	0,114,189	chr4	139656600	139659563	GH04J139656	.	chr4	139665767	139665768	MGST2	+
chr4	139659973	139665768	MGST2/GH04J139659	6	12.14	eQTLs,Distance	0,114,189	chr4	139659973	139661751	GH04J139659	.	chr4	139665767	139665768	MGST2	+
chr4	139663418	139670791	MGST2/GH04J139663	546	1340.72	eQTLs,Distance	0,114,189	chr4	139663418	139670791	GH04J139663	.	chr4	139665767	139665768	MGST2	+
chr4	139665767	139675998	MGST2/GH04J139674	3	4.38	eQTLs,Distance	0,114,189	chr4	139674801	139675998	GH04J139674	.	chr4	139665767	139665768	MGST2	+
chr4	139733044	140154184	MAML3/GH04J139733	2	1.78	eRNA_co-expression,Distance	162,20,47	chr4	139733044	139737200	GH04J139733	.	chr4	140154183	140154184	MAML3	-
chr4	139856801	140154184	MAML3/GH04J139856	3	4.66	eQTLs,Distance	162,20,47	chr4	139856801	139857622	GH04J139856	.	chr4	140154183	140154184	MAML3	-
chr4	139871601	140154184	MAML3/GH04J139871	15	34.26	eQTLs,eRNA_co-expression,Distance	162,20,47	chr4	139871601	139873963	GH04J139871	.	chr4	140154183	140154184	MAML3	-
chr4	139886622	140154184	MAML3/GH04J139886	5	8.92	eQTLs,Distance	162,20,47	chr4	139886622	139889345	GH04J139886	.	chr4	140154183	140154184	MAML3	-
chr4	139901001	140154184	MAML3/GH04J139901	4	5.34	eQTLs,Distance	162,20,47	chr4	139901001	139903300	GH04J139901	.	chr4	140154183	140154184	MAML3	-
chr4	139946506	140154184	MAML3/GH04J139946	3	3.9	eRNA_co-expression,Distance	162,20,47	chr4	139946506	139947742	GH04J139946	.	chr4	140154183	140154184	MAML3	-
chr4	139975001	140154184	MAML3/GH04J139975	9	18.24	eQTLs,eRNA_co-expression,TF_co-expression,Distance	162,20,47	chr4	139975001	139979760	GH04J139975	.	chr4	140154183	140154184	MAML3	-
chr4	140036012	140154184	MAML3/GH04J140036	7	13.97	C-HiC,Distance	162,20,47	chr4	140036012	140038824	GH04J140036	.	chr4	140154183	140154184	MAML3	-
chr4	140036012	140127329	LOC101927516/GH04J140036	7	13.28	C-HiC,Distance	77,190,238	chr4	140036012	140038824	GH04J140036	.	chr4	140127328	140127329	LOC101927516	+
chr4	140058724	140154184	MAML3/GH04J140058	5	8.19	C-HiC,Distance	162,20,47	chr4	140058724	140059844	GH04J140058	.	chr4	140154183	140154184	MAML3	-
chr4	140058724	140127329	LOC101927516/GH04J140058	5	7.99	C-HiC,Distance	77,190,238	chr4	140058724	140059844	GH04J140058	.	chr4	140127328	140127329	LOC101927516	+
chr4	140060722	140127329	LOC101927516/GH04J140060	6	11.39	C-HiC,Distance	77,190,238	chr4	140060722	140062483	GH04J140060	.	chr4	140127328	140127329	LOC101927516	+
chr4	140070200	140154184	MAML3/GH04J140070	6	12.21	C-HiC,Distance	162,20,47	chr4	140070200	140072586	GH04J140070	.	chr4	140154183	140154184	MAML3	-
chr4	140070200	140127329	LOC101927516/GH04J140070	6	11.79	C-HiC,Distance	77,190,238	chr4	140070200	140072586	GH04J140070	.	chr4	140127328	140127329	LOC101927516	+
chr4	140078082	140154184	MAML3/GH04J140078	13	29.17	C-HiC,TF_co-expression,Distance	162,20,47	chr4	140078082	140079179	GH04J140078	.	chr4	140154183	140154184	MAML3	-
chr4	140078082	140127329	LOC101927516/GH04J140078	7	12.42	C-HiC,Distance	77,190,238	chr4	140078082	140079179	GH04J140078	.	chr4	140127328	140127329	LOC101927516	+
chr4	140081494	140154184	MAML3/GH04J140081	7	12.77	C-HiC,Distance	162,20,47	chr4	140081494	140086428	GH04J140081	.	chr4	140154183	140154184	MAML3	-
chr4	140081494	140127329	LOC101927516/GH04J140081	7	13.38	C-HiC,Distance	77,190,238	chr4	140081494	140086428	GH04J140081	.	chr4	140127328	140127329	LOC101927516	+
chr4	140087183	140154184	MAML3/GH04J140087	17	38.76	C-HiC,eRNA_co-expression,Distance	162,20,47	chr4	140087183	140101664	GH04J140087	.	chr4	140154183	140154184	MAML3	-
chr4	140087183	140127329	LOC101927516/GH04J140087	10	20.4	C-HiC,Distance	77,190,238	chr4	140087183	140101664	GH04J140087	.	chr4	140127328	140127329	LOC101927516	+
chr4	140101819	140154184	MAML3/GH04J140101	7	14.02	C-HiC,Distance	162,20,47	chr4	140101819	140105404	GH04J140101	.	chr4	140154183	140154184	MAML3	-
chr4	140101819	140127329	LOC101927516/GH04J140101	7	13.5	C-HiC,Distance	77,190,238	chr4	140101819	140105404	GH04J140101	.	chr4	140127328	140127329	LOC101927516	+
chr4	140105546	140154184	MAML3/GH04J140105	3	4.78	C-HiC,Distance	162,20,47	chr4	140105546	140105696	GH04J140105	.	chr4	140154183	140154184	MAML3	-
chr4	140127328	140155174	LOC101927516/GH04J140148	14	31.3	C-HiC,Distance	77,190,238	chr4	140148110	140155174	GH04J140148	.	chr4	140127328	140127329	LOC101927516	+
chr4	140148110	140155174	MAML3/GH04J140148	722	1775.34	eRNA_co-expression,TF_co-expression,Distance	162,20,47	chr4	140148110	140155174	GH04J140148	.	chr4	140154183	140154184	MAML3	-
chr4	140154183	140258202	MAML3/GH04J140250	10	21.55	C-HiC,Distance	162,20,47	chr4	140250725	140258202	GH04J140250	.	chr4	140154183	140154184	MAML3	-
chr4	140154183	140244702	MAML3/GH04J140242	10	20.06	C-HiC,eRNA_co-expression,Distance	162,20,47	chr4	140242224	140244702	GH04J140242	.	chr4	140154183	140154184	MAML3	-
chr4	140154183	140239677	MAML3/GH04J140236	8	15.29	C-HiC,Distance	162,20,47	chr4	140236523	140239677	GH04J140236	.	chr4	140154183	140154184	MAML3	-
chr4	140154183	140234825	MAML3/GH04J140233	5	7.6	C-HiC,Distance	162,20,47	chr4	140233413	140234825	GH04J140233	.	chr4	140154183	140154184	MAML3	-
chr4	140154183	140157202	MAML3/GH04J140155	3	4.73	eRNA_co-expression,Distance	162,20,47	chr4	140155906	140157202	GH04J140155	.	chr4	140154183	140154184	MAML3	-
chr4	140162477	140257286	SCOC/GH04J140162	4	7.28	C-HiC,Distance	0,114,189	chr4	140162477	140163858	GH04J140162	.	chr4	140257285	140257286	SCOC	+
chr4	140233413	140257286	SCOC/GH04J140233	4	7.24	C-HiC,Distance	0,114,189	chr4	140233413	140234825	GH04J140233	.	chr4	140257285	140257286	SCOC	+
chr4	140257285	140310165	SCOC/GH04J140307	5	9.53	C-HiC,Distance	0,114,189	chr4	140307320	140310165	GH04J140307	.	chr4	140257285	140257286	SCOC	+
chr4	140257285	140297532	SCOC/GH04J140295	8	16.89	C-HiC,eRNA_co-expression,Distance	0,114,189	chr4	140295484	140297532	GH04J140295	.	chr4	140257285	140257286	SCOC	+
chr4	140372527	140427968	CLGN/GH04J140372	17	38.82	eQTLs,C-HiC,Distance	119,172,48	chr4	140372527	140374732	GH04J140372	.	chr4	140427967	140427968	CLGN	-
chr4	140426583	140428236	CLGN/GH04J140426	539	1323.62	eQTLs,Distance	119,172,48	chr4	140426583	140428236	GH04J140426	.	chr4	140427967	140427968	CLGN	-
chr4	140523446	140525201	ELMOD2/GH04J140523	551	1354.42	TF_co-expression,Distance	0,114,189	chr4	140523446	140525201	GH04J140523	.	chr4	140524157	140524158	ELMOD2	+
chr4	140652441	140756317	TBC1D9/GH04J140652	3	4.57	eQTLs,Distance	0,114,189	chr4	140652441	140654764	GH04J140652	.	chr4	140756316	140756317	TBC1D9	-
chr4	140710006	140756317	TBC1D9/GH04J140710	7	14.1	eQTLs,Distance	0,114,189	chr4	140710006	140711649	GH04J140710	.	chr4	140756316	140756317	TBC1D9	-
chr4	140712167	140758255	ENSG00000248335/GH04J140753	12	25.77	C-HiC,Distance	162,20,47	chr4	140753957	140758255	GH04J140753	.	chr4	140712167	140712168	ENSG00000248335	+
chr4	140717155	140756317	TBC1D9/GH04J140717	21	48.53	eQTLs,C-HiC,eRNA_co-expression,Distance	0,114,189	chr4	140717155	140722389	GH04J140717	.	chr4	140756316	140756317	TBC1D9	-
chr4	140725239	140756317	TBC1D9/GH04J140725	18	39.6	eQTLs,C-HiC,Distance	0,114,189	chr4	140725239	140730780	GH04J140725	.	chr4	140756316	140756317	TBC1D9	-
chr4	140738175	140756317	TBC1D9/GH04J140738	3	2.68	eRNA_co-expression,Distance	0,114,189	chr4	140738175	140738462	GH04J140738	.	chr4	140756316	140756317	TBC1D9	-
chr4	140739689	140756317	TBC1D9/GH04J140739	9	19.45	eQTLs,Distance	0,114,189	chr4	140739689	140745273	GH04J140739	.	chr4	140756316	140756317	TBC1D9	-
chr4	140753957	140758255	TBC1D9/GH04J140753	602	1478.9	eQTLs,Distance	0,114,189	chr4	140753957	140758255	GH04J140753	.	chr4	140756316	140756317	TBC1D9	-
chr4	140756316	140792084	TBC1D9/GH04J140789	13	28.54	eQTLs,C-HiC,eRNA_co-expression	0,114,189	chr4	140789103	140792084	GH04J140789	.	chr4	140756316	140756317	TBC1D9	-
chr4	141045846	141212877	RNF150/GH04J141045	3	3.29	eQTLs,Distance	126,47,142	chr4	141045846	141047405	GH04J141045	.	chr4	141212876	141212877	RNF150	-
chr4	141131241	141220294	ZNF330/GH04J141131	14	31.79	eQTLs,C-HiC	119,172,48	chr4	141131241	141135075	GH04J141131	.	chr4	141220293	141220294	ZNF330	+
chr4	141220286	141222401	ZNF330/GH04J141220	547	1343.93	eQTLs,Distance	119,172,48	chr4	141220286	141222401	GH04J141220	.	chr4	141220293	141220294	ZNF330	+
chr4	141220293	141248401	ZNF330/GH04J141245	8	15.41	eQTLs,C-HiC	119,172,48	chr4	141245380	141248401	GH04J141245	.	chr4	141220293	141220294	ZNF330	+
chr4	141328121	141332618	LINC02432/GH04J141328	14	31.96	eQTLs,Distance	162,20,47	chr4	141328121	141331200	GH04J141328	.	chr4	141332617	141332618	LINC02432	-
chr4	141332617	141389274	LINC02432/GH04J141388	4	7.22	eQTLs,Distance	162,20,47	chr4	141388367	141389274	GH04J141388	.	chr4	141332617	141332618	LINC02432	-
chr4	141332617	141354151	LINC02432/GH04J141352	9	17.46	eQTLs,Distance	162,20,47	chr4	141352326	141354151	GH04J141352	.	chr4	141332617	141332618	LINC02432	-
chr4	141332617	141351529	LINC02432/GH04J141349	10	21.25	eQTLs,Distance	162,20,47	chr4	141349675	141351529	GH04J141349	.	chr4	141332617	141332618	LINC02432	-
chr4	141332617	141349400	LINC02432/GH04J141347	7	14.32	eQTLs,Distance	162,20,47	chr4	141347799	141349400	GH04J141347	.	chr4	141332617	141332618	LINC02432	-
chr4	141332617	141334181	LINC02432/GH04J141332	397	975.55	eQTLs,Distance	162,20,47	chr4	141332799	141334181	GH04J141332	.	chr4	141332617	141332618	LINC02432	-
chr4	141349675	141636596	IL15/GH04J141349	9	18.63	eQTLs,eRNA_co-expression	126,47,142	chr4	141349675	141351529	GH04J141349	.	chr4	141636595	141636596	IL15	+
chr4	141636595	141687462	IL15/GH04J141686	7	12.76	C-HiC,Distance	126,47,142	chr4	141686399	141687462	GH04J141686	.	chr4	141636595	141636596	IL15	+
chr4	141636595	141646626	IL15/GH04J141645	6	11.72	eRNA_co-expression,Distance	126,47,142	chr4	141645204	141646626	GH04J141645	.	chr4	141636595	141636596	IL15	+
chr4	141636595	141644337	IL15/GH04J141642	10	21.38	eRNA_co-expression,Distance	126,47,142	chr4	141642578	141644337	GH04J141642	.	chr4	141636595	141636596	IL15	+
chr4	141636595	141641200	IL15/GH04J141639	7	13.97	eRNA_co-expression,Distance	126,47,142	chr4	141639600	141641200	GH04J141639	.	chr4	141636595	141636596	IL15	+
chr4	142331016	142847432	INPP4B/GH04J142331	4	5.28	eQTLs,Distance	237,177,32	chr4	142331016	142332357	GH04J142331	.	chr4	142847431	142847432	INPP4B	-
chr4	142350006	142847432	INPP4B/GH04J142350	6	12.13	eQTLs,Distance	237,177,32	chr4	142350006	142356849	GH04J142350	.	chr4	142847431	142847432	INPP4B	-
chr4	142376630	142847432	INPP4B/GH04J142376	5	7.45	eQTLs,Distance	237,177,32	chr4	142376630	142381213	GH04J142376	.	chr4	142847431	142847432	INPP4B	-
chr4	142383302	142847432	INPP4B/GH04J142383	4	5.42	eQTLs,Distance	237,177,32	chr4	142383302	142384737	GH04J142383	.	chr4	142847431	142847432	INPP4B	-
chr4	142395918	142847432	INPP4B/GH04J142395	5	7.56	eQTLs,Distance	237,177,32	chr4	142395918	142398112	GH04J142395	.	chr4	142847431	142847432	INPP4B	-
chr4	142400526	142847432	INPP4B/GH04J142400	13	27.97	eQTLs,Distance	237,177,32	chr4	142400526	142409831	GH04J142400	.	chr4	142847431	142847432	INPP4B	-
chr4	142565863	142847432	INPP4B/GH04J142565	4	6.99	eQTLs,Distance	237,177,32	chr4	142565863	142569911	GH04J142565	.	chr4	142847431	142847432	INPP4B	-
chr4	142695681	142847432	INPP4B/GH04J142695	5	9.75	eQTLs,Distance	237,177,32	chr4	142695681	142707113	GH04J142695	.	chr4	142847431	142847432	INPP4B	-
chr4	143183366	143190211	USP38/GH04J143183	599	1471.23	eQTLs,Distance	119,172,48	chr4	143183366	143190211	GH04J143183	.	chr4	143184916	143184917	USP38	+
chr4	143183366	143190211	LOC105377623/GH04J143183	596	1465.31	eQTLs,Distance	77,190,238	chr4	143183366	143190211	GH04J143183	.	chr4	143185296	143185297	LOC105377623	-
chr4	143336761	143432501	GAB1/GH04J143431	4	6.36	C-HiC,Distance	217,83,25	chr4	143431599	143432501	GH04J143431	.	chr4	143336761	143336762	GAB1	+
chr4	143336761	143412805	GAB1/GH04J143410	9	17.4	C-HiC,eRNA_co-expression,Distance	217,83,25	chr4	143410839	143412805	GH04J143410	.	chr4	143336761	143336762	GAB1	+
chr4	143336761	143407337	GAB1/GH04J143404	9	19.34	eQTLs,C-HiC,Distance	217,83,25	chr4	143404600	143407337	GH04J143404	.	chr4	143336761	143336762	GAB1	+
chr4	143336761	143403805	GAB1/GH04J143402	6	9.87	C-HiC,Distance	217,83,25	chr4	143402675	143403805	GH04J143402	.	chr4	143336761	143336762	GAB1	+
chr4	143336761	143391600	GAB1/GH04J143390	4	6.53	C-HiC,Distance	217,83,25	chr4	143390800	143391600	GH04J143390	.	chr4	143336761	143336762	GAB1	+
chr4	143336761	143390001	GAB1/GH04J143389	6	11.01	C-HiC,Distance	217,83,25	chr4	143389799	143390001	GH04J143389	.	chr4	143336761	143336762	GAB1	+
chr4	143336761	143384801	GAB1/GH04J143384	4	6.16	C-HiC,Distance	217,83,25	chr4	143384400	143384801	GH04J143384	.	chr4	143336761	143336762	GAB1	+
chr4	143336761	143384114	GAB1/GH04J143373	495	1215.63	C-HiC,Distance	217,83,25	chr4	143373496	143384114	GH04J143373	.	chr4	143336761	143336762	GAB1	+
chr4	143336761	143363170	GAB1/GH04J143351	2	2.43	eRNA_co-expression,Distance	217,83,25	chr4	143351541	143363170	GH04J143351	.	chr4	143336761	143336762	GAB1	+
chr4	143558527	143560075	GUSBP5/GH04J143558	371	910.01	eQTLs,Distance	126,47,142	chr4	143558527	143560075	GH04J143558	.	chr4	143559471	143559472	GUSBP5	+
chr4	143905562	143912601	GYPE/GH04J143910	4	5.24	eQTLs,Distance	217,83,25	chr4	143910600	143912601	GH04J143910	.	chr4	143905562	143905563	GYPE	-
chr4	144578232	144645996	HHIP/GH04J144578	6	10.09	C-HiC,Distance	119,172,48	chr4	144578232	144584927	GH04J144578	.	chr4	144645995	144645996	HHIP	+
chr4	144645995	144712643	HHIP/GH04J144708	6	10.4	eQTLs,C-HiC,Distance	119,172,48	chr4	144708091	144712643	GH04J144708	.	chr4	144645995	144645996	HHIP	+
chr4	144645995	144667118	HHIP/GH04J144666	4	5.08	C-HiC,Distance	119,172,48	chr4	144666968	144667118	GH04J144666	.	chr4	144645995	144645996	HHIP	+
chr4	145098540	145183385	ANAPC10/GH04J145175	13	29.24	C-HiC,eRNA_co-expression	77,190,238	chr4	145175642	145183385	GH04J145175	.	chr4	145098540	145098541	ANAPC10	-
chr4	145098540	145131800	ANAPC10/GH04J145130	5	8.08	C-HiC,Distance	77,190,238	chr4	145130190	145131800	GH04J145130	.	chr4	145098540	145098541	ANAPC10	-
chr4	145130190	145180161	OTUD4/GH04J145130	5	8.23	C-HiC,Distance	0,114,189	chr4	145130190	145131800	GH04J145130	.	chr4	145180160	145180161	OTUD4	-
chr4	145175642	145183385	OTUD4/GH04J145175	655	1611.23	eRNA_co-expression,Distance	0,114,189	chr4	145175642	145183385	GH04J145175	.	chr4	145180160	145180161	OTUD4	-
chr4	145481193	145542726	SMAD1/GH04J145538	6	10.66	C-HiC,Distance	0,114,189	chr4	145538669	145542726	GH04J145538	.	chr4	145481193	145481194	SMAD1	+
chr4	145481193	145534207	SMAD1/GH04J145530	6	10.25	C-HiC,Distance	0,114,189	chr4	145530731	145534207	GH04J145530	.	chr4	145481193	145481194	SMAD1	+
chr4	145481193	145527026	SMAD1/GH04J145523	4	6.76	C-HiC,Distance	0,114,189	chr4	145523896	145527026	GH04J145523	.	chr4	145481193	145481194	SMAD1	+
chr4	145517193	145542726	SMAD1-AS1/GH04J145538	6	11.66	C-HiC,Distance	237,177,32	chr4	145538669	145542726	GH04J145538	.	chr4	145517193	145517194	SMAD1-AS1	-
chr4	145617642	145621267	MMAA/GH04J145617	426	1047	eQTLs,Distance	77,190,238	chr4	145617642	145621267	GH04J145617	.	chr4	145618262	145618263	MMAA	+
chr4	145618262	145681211	MMAA/GH04J145679	8	15.7	eQTLs,C-HiC	77,190,238	chr4	145679179	145681211	GH04J145679	.	chr4	145618262	145618263	MMAA	+
chr4	145680103	145717479	C4orf51/GH04J145715	3	4.52	C-HiC,Distance	217,83,25	chr4	145715549	145717479	GH04J145715	.	chr4	145680103	145680104	C4orf51	+
chr4	145803423	145938635	ZNF827/GH04J145803	5	8.31	eQTLs,Distance	119,172,48	chr4	145803423	145810335	GH04J145803	.	chr4	145938634	145938635	ZNF827	-
chr4	145842748	145938635	ZNF827/GH04J145842	4	5.36	eQTLs,Distance	119,172,48	chr4	145842748	145844169	GH04J145842	.	chr4	145938634	145938635	ZNF827	-
chr4	145880488	145938635	ZNF827/GH04J145880	4	5.79	eQTLs,Distance	119,172,48	chr4	145880488	145883641	GH04J145880	.	chr4	145938634	145938635	ZNF827	-
chr4	145886872	145938635	ZNF827/GH04J145886	4	7.26	eQTLs,Distance	119,172,48	chr4	145886872	145888658	GH04J145886	.	chr4	145938634	145938635	ZNF827	-
chr4	145934298	145940489	ZNF827/GH04J145934	548	1345.46	TF_co-expression,Distance	119,172,48	chr4	145934298	145940489	GH04J145934	.	chr4	145938634	145938635	ZNF827	-
chr4	146519622	146523296	SLC10A7/GH04J146519	534	1312.06	eQTLs,Distance	119,172,48	chr4	146519622	146523296	GH04J146519	.	chr4	146521970	146521971	SLC10A7	-
chr4	146945400	146946401	TTC29/GH04J146945	458	1123.69	eQTLs,Distance	126,47,142	chr4	146945400	146946401	GH04J146945	.	chr4	146945881	146945882	TTC29	-
chr4	147480035	147482975	EDNRA/GH04J147480	456	1119.58	eQTLs,Distance	77,190,238	chr4	147480035	147482975	GH04J147480	.	chr4	147480916	147480917	EDNRA	+
chr4	147480916	147493537	EDNRA/GH04J147491	3	3.58	eQTLs,Distance	77,190,238	chr4	147491843	147493537	GH04J147491	.	chr4	147480916	147480917	EDNRA	+
chr4	147567605	147578758	LINC02507/GH04J147577	4	6.03	eQTLs,Distance	237,177,32	chr4	147577179	147578758	GH04J147577	.	chr4	147567605	147567606	LINC02507	+
chr4	147616729	147618620	TMEM184C/GH04J147616	541	1328.29	TF_co-expression,Distance	119,172,48	chr4	147616729	147618620	GH04J147616	.	chr4	147617370	147617371	TMEM184C	+
chr4	147732062	148062000	ARHGAP10/GH04J148059	8	14.99	eQTLs,Distance	162,20,47	chr4	148059804	148062000	GH04J148059	.	chr4	147732062	147732063	ARHGAP10	+
chr4	147732062	148057600	ARHGAP10/GH04J148056	4	5.95	eQTLs,Distance	162,20,47	chr4	148056511	148057600	GH04J148056	.	chr4	147732062	147732063	ARHGAP10	+
chr4	147732062	148056122	ARHGAP10/GH04J148051	5	8.9	eQTLs,Distance	162,20,47	chr4	148051431	148056122	GH04J148051	.	chr4	147732062	147732063	ARHGAP10	+
chr4	147732062	147945290	ARHGAP10/GH04J147942	3	4.57	eQTLs,Distance	162,20,47	chr4	147942800	147945290	GH04J147942	.	chr4	147732062	147732063	ARHGAP10	+
